Time Period,Date,Symbol,Sector,Open,Close,High,Low,Volume,Price to Earnings Ratio,Market Cap,Dividend Yield %,52 Week Change %,Debt to Equity,Revenue Growth,Profit Margin
6 Months,2024-07-24,CAT,Industrials,341.72227188168165,334.8370056152344,343.5855725293201,334.24912142859046,2835800.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-07-25,CAT,Industrials,334.30890292640555,343.0674133300781,346.95347587754793,332.75449007074843,3291300.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-07-26,CAT,Industrials,347.3919020299526,349.2253112792969,351.67649609644633,345.6381930052203,1894900.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-07-29,CAT,Industrials,348.9263675710288,343.2966003417969,350.1220838003908,341.9016183464258,2190300.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-07-30,CAT,Industrials,342.4297002959502,340.49664306640625,344.4823230599691,337.40773498973005,1970800.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-07-31,CAT,Industrials,344.11366920287475,344.96063232421875,349.73346245382453,339.6297789928112,2568100.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-01,CAT,Industrials,345.0602473612849,330.3331604003906,348.5776088828146,326.9054730333766,3747900.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-02,CAT,Industrials,321.59455743852067,319.7212829589844,322.2422243617666,316.5227832490625,4246700.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-05,CAT,Industrials,307.8937987277021,315.6658630371094,319.4323296498725,305.9507674461868,4681300.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-06,CAT,Industrials,312.92570333663355,325.2713623046875,330.98086011624423,309.3884243360576,5071700.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-07,CAT,Industrials,332.316056867679,324.6336364746094,333.98006130379633,323.2884937489033,3011700.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-08,CAT,Industrials,328.8186222225087,334.9565734863281,335.2255959575124,326.4371636655668,2268300.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-09,CAT,Industrials,334.7971227985591,337.0490417480469,337.2881728193817,331.289735316238,1668100.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-12,CAT,Industrials,337.0490540136204,334.8270263671875,338.633358235519,332.4057329568326,2127600.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-13,CAT,Industrials,335.97290156955626,337.58709716796875,338.30452081263275,332.53527067879946,1503800.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-14,CAT,Industrials,338.3842532293036,336.3814392089844,340.56641555965325,333.4021530062818,1610900.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-15,CAT,Industrials,343.2666850286581,344.4026184082031,346.3954583793419,339.56997539652656,3232600.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-16,CAT,Industrials,344.01401873435213,342.2503662109375,344.6019029088237,339.54010248640043,2483800.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-19,CAT,Industrials,342.4496395366251,343.4161682128906,344.8609894658112,342.0709950478141,2252600.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-20,CAT,Industrials,343.7649100998164,342.07098388671875,344.9307349137314,340.5963017047207,1479500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-21,CAT,Industrials,343.3464091926485,341.7421875,344.3627771101381,340.62620190366596,1433200.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-22,CAT,Industrials,341.77206177822035,341.13433837890625,343.904415185311,340.5464542248465,2021400.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-23,CAT,Industrials,343.735032258143,347.1627197265625,348.2886792693371,341.8418402095959,2183900.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-26,CAT,Industrials,348.55768942218407,349.9028625488281,353.1412276571105,347.69080885852986,1718100.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-27,CAT,Industrials,349.0957740926167,349.8630065917969,350.4608647094451,345.85740889770994,1210800.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-28,CAT,Industrials,349.3348887121236,346.9534606933594,353.16113791308237,344.6018936503268,1514500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-29,CAT,Industrials,349.96265474585,350.38116455078125,355.18388613042555,346.24599697445416,1664500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-08-30,CAT,Industrials,351.3277208966546,354.8251647949219,354.96464778130076,348.577591991465,2974100.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-03,CAT,Industrials,350.9490911444358,339.0219421386719,351.36760093776354,337.18853292780864,3107200.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-04,CAT,Industrials,337.3778427370673,335.54443359375,339.62976165829366,334.08966891417793,2782500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-05,CAT,Industrials,334.81706009557513,332.3658752441406,335.285378743579,329.37661504198684,2525500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-06,CAT,Industrials,333.0035772607666,328.1808776855469,337.4077366466187,326.94532661213907,2676600.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-09,CAT,Industrials,332.7146072626332,332.8441467285156,335.1558180280103,331.77797002598766,2355800.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-10,CAT,Industrials,333.91029536527685,332.9637145996094,334.5480187684565,328.2108020930681,1869200.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-11,CAT,Industrials,331.8078800941581,333.80072021484375,334.279012790806,324.9425312823991,1934700.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-12,CAT,Industrials,334.0796945173439,338.3642883300781,339.8190834159451,332.48541644458527,1747600.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-13,CAT,Industrials,341.19415348496307,344.07379150390625,345.97695737357327,339.13155676456563,2518600.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-16,CAT,Industrials,347.1029128293073,346.71429443359375,350.2017644310582,343.0574500649145,1648200.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-17,CAT,Industrials,348.7470053186817,352.4237976074219,353.3105956086172,347.9897163764684,2088400.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-18,CAT,Industrials,353.7290977961551,353.8486633300781,360.33536722032795,351.0586995107906,1990700.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-19,CAT,Industrials,361.70048334690637,371.97357177734375,373.34863633143294,359.97666568864094,4066600.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-20,CAT,Industrials,369.0739640183573,367.4996337890625,370.1202232693056,364.53029122516995,5440500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-23,CAT,Industrials,367.66902871447724,369.84124755859375,371.63479150573005,365.66624506878475,2442700.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-24,CAT,Industrials,378.6396069508563,384.5483703613281,388.03584042534914,378.14139694171047,4024300.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-25,CAT,Industrials,385.6145492321753,376.8958740234375,387.2486926672952,376.5670687952285,2661500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-26,CAT,Industrials,388.61378299245376,389.56036376953125,395.79796284564515,384.8174251365954,3906800.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-27,CAT,Industrials,389.60023141795233,389.679931640625,394.143904318447,387.74690475963325,2683700.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-09-30,CAT,Industrials,387.9860265191426,389.71978759765625,391.3539310023027,385.4351937383057,2251300.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-01,CAT,Industrials,389.86924406216616,390.9852600097656,394.07413769585463,385.2458710554126,2091400.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-02,CAT,Industrials,390.5767463288799,392.6393127441406,394.24356485415126,387.24870697523744,1767900.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-03,CAT,Industrials,390.93543594216874,389.6899108886719,392.5894968622118,387.32840025257406,1866100.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-04,CAT,Industrials,395.29975596748477,395.6684265136719,396.037097059859,390.44719528119845,1675100.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-07,CAT,Industrials,395.03073588166126,396.82427978515625,399.73383967322576,394.7218481028185,2224500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-08,CAT,Industrials,392.84857038506016,386.57110595703125,393.58591147589493,383.47225426267323,2438800.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-09,CAT,Industrials,386.78038951637996,394.77166748046875,395.1802033555959,386.11277469401927,1757900.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-10,CAT,Industrials,393.76526709244257,395.2200622558594,395.5388935607468,389.1020285679113,1331700.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-11,CAT,Industrials,395.22006567016604,400.5807800292969,402.15514074668823,395.22006567016604,2110400.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-14,CAT,Industrials,391.9816800818287,392.5396728515625,394.8712920125913,385.4850021925597,3006100.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-15,CAT,Industrials,389.2315460388544,386.6009826660156,391.06495517371553,386.20242075118927,2715100.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-16,CAT,Industrials,386.01311216639226,392.2108459472656,393.18734852018736,385.5447935376261,1551600.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-17,CAT,Industrials,393.7353691408983,393.0777282714844,395.6983178181663,391.75250301000904,1561500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-18,CAT,Industrials,394.8314401769905,392.4499816894531,395.03073634798136,388.3248185432144,3024100.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-21,CAT,Industrials,392.2900085449219,390.4800109863281,393.1499938964844,389.239990234375,2375900.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-22,CAT,Industrials,389.7300109863281,388.4599914550781,391.2900085449219,385.7300109863281,1523900.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-23,CAT,Industrials,386.95001220703125,385.7300109863281,390.0299987792969,382.69000244140625,1500900.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-24,CAT,Industrials,386.95001220703125,387.05999755859375,388.3599853515625,382.2200012207031,1844100.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-25,CAT,Industrials,389.6099853515625,385.9700012207031,392.0299987792969,384.30999755859375,1606800.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-28,CAT,Industrials,388.3900146484375,390.6099853515625,391.57000732421875,387.3699951171875,3213900.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-29,CAT,Industrials,389.5,387.510009765625,389.6000061035156,385.54998779296875,2186400.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-30,CAT,Industrials,374.0,379.239990234375,388.260009765625,367.20001220703125,4037500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-10-31,CAT,Industrials,377.3500061035156,376.20001220703125,378.9100036621094,372.75,2394500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-01,CAT,Industrials,378.07000732421875,379.6300048828125,383.2699890136719,376.94000244140625,1633300.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-04,CAT,Industrials,378.1000061035156,376.5199890136719,381.489990234375,375.29998779296875,1793600.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-05,CAT,Industrials,377.1300048828125,383.3699951171875,386.07000732421875,375.6499938964844,1724100.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-06,CAT,Industrials,405.1700134277344,416.8800048828125,418.29998779296875,404.010009765625,4720000.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-07,CAT,Industrials,414.9200134277344,408.2099914550781,418.5,407.5400085449219,3211100.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-08,CAT,Industrials,400.9599914550781,393.3699951171875,403.05999755859375,392.3999938964844,3345900.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-11,CAT,Industrials,397.9100036621094,396.5400085449219,402.0799865722656,395.010009765625,1858900.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-12,CAT,Industrials,397.7900085449219,393.010009765625,398.7300109863281,391.1499938964844,1737100.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-13,CAT,Industrials,388.95001220703125,387.07000732421875,391.20001220703125,385.6700134277344,2001900.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-14,CAT,Industrials,388.5,387.3599853515625,390.17999267578125,386.2099914550781,1372500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-15,CAT,Industrials,385.989990234375,384.07000732421875,388.489990234375,382.20001220703125,2165500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-18,CAT,Industrials,386.0,384.4599914550781,386.29998779296875,382.9200134277344,1626200.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-19,CAT,Industrials,378.0299987792969,382.3299865722656,383.25,378.0299987792969,1793200.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-20,CAT,Industrials,384.010009765625,381.5,386.20001220703125,378.4700012207031,1859600.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-21,CAT,Industrials,383.9200134277344,389.5899963378906,392.0199890136719,379.0,1833500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-22,CAT,Industrials,390.3599853515625,397.489990234375,398.1600036621094,387.8900146484375,1893000.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-25,CAT,Industrials,400.0,405.6499938964844,407.1499938964844,400.0,4398000.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-26,CAT,Industrials,403.6499938964844,407.8299865722656,408.4100036621094,401.760009765625,1796600.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-27,CAT,Industrials,408.3999938964844,403.70001220703125,412.1199951171875,403.239990234375,1371900.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-11-29,CAT,Industrials,407.3299865722656,406.1099853515625,411.19000244140625,405.0,1962100.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-12-02,CAT,Industrials,407.4599914550781,402.510009765625,408.1499938964844,400.7900085449219,1548500.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-12-03,CAT,Industrials,403.5199890136719,399.260009765625,405.5299987792969,396.6000061035156,1716200.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-12-04,CAT,Industrials,398.57000732421875,399.510009765625,401.4700012207031,396.1300048828125,1193800.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-12-05,CAT,Industrials,400.5,394.9800109863281,401.42999267578125,394.2099914550781,1291400.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-12-06,CAT,Industrials,398.1499938964844,395.0299987792969,399.739990234375,392.739990234375,1331000.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-12-09,CAT,Industrials,402.5400085449219,399.260009765625,409.7099914550781,398.44000244140625,1739800.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
6 Months,2024-12-10,CAT,Industrials,390.7200012207031,388.3900146484375,395.4700012207031,385.6099853515625,2251000.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
3 Months,2024-09-11,CAT,Industrials,331.8078800941581,333.80072021484375,334.279012790806,324.9425312823991,1934700.0,18.036642,187747205120,0.0145000005,0.4493786,195.336,-0.042,0.1626
